,location,total_sqft,bath,price,bhk
6167,Sarjapur  Road,1418.0,2.0,78.0,2
6168,Sarjapur  Road,1200.0,2.0,93.0,2
6171,Sarjapur  Road,1115.0,2.0,60.0,2
6172,Sarjapur  Road,1525.0,2.0,87.0,3
6173,Sarjapur  Road,1346.0,2.0,71.32,2
6176,Sarjapur  Road,715.0,1.0,29.0,1
6177,Sarjapur  Road,1230.0,2.0,94.5,2
6178,Sarjapur  Road,1750.0,3.0,99.0,3
6179,Sarjapur  Road,1145.0,2.0,62.0,2
6180,Sarjapur  Road,1500.0,3.0,88.0,3
6182,Sarjapur  Road,1846.0,3.0,145.0,3
6183,Sarjapur  Road,1067.0,2.0,60.0,2
6185,Sarjapur  Road,1700.0,3.0,95.0,3
6186,Sarjapur  Road,1230.0,2.0,65.0,2
6188,Sarjapur  Road,3785.0,5.0,280.0,4
6189,Sarjapur  Road,2556.0,3.0,169.0,3
6190,Sarjapur  Road,1278.0,2.0,90.0,2
6192,Sarjapur  Road,1305.0,2.0,99.0,2
6193,Sarjapur  Road,1755.0,3.0,122.0,3
6194,Sarjapur  Road,4334.0,2.0,338.0,4
6197,Sarjapur  Road,1700.0,3.0,93.5,3
6199,Sarjapur  Road,1060.0,2.0,55.0,2
6200,Sarjapur  Road,1455.0,2.0,98.0,3
6201,Sarjapur  Road,1850.0,3.0,140.0,3
6202,Sarjapur  Road,950.0,1.0,39.9,1
6203,Sarjapur  Road,1826.0,3.0,130.0,3
6206,Sarjapur  Road,1660.0,2.0,116.0,3
6207,Sarjapur  Road,1700.0,3.0,108.0,3
6208,Sarjapur  Road,1539.0,3.0,85.0,3
6209,Sarjapur  Road,1489.0,2.0,82.0,3
6211,Sarjapur  Road,1200.0,2.0,75.0,2
6215,Sarjapur  Road,3044.0,3.0,183.0,3
6216,Sarjapur  Road,1163.0,2.0,62.0,3
6217,Sarjapur  Road,3004.0,4.0,158.0,3
6218,Sarjapur  Road,1877.0,4.0,150.0,3
6220,Sarjapur  Road,1229.0,2.0,70.0,2
6221,Sarjapur  Road,1342.0,2.0,70.0,2
6222,Sarjapur  Road,1711.0,3.0,110.0,3
6226,Sarjapur  Road,1050.0,2.0,63.5,2
6227,Sarjapur  Road,1350.0,2.0,102.0,2
6228,Sarjapur  Road,2990.0,4.0,240.0,4
6230,Sarjapur  Road,1457.0,3.0,85.0,3
6231,Sarjapur  Road,1685.0,3.0,135.0,3
6233,Sarjapur  Road,1200.0,3.0,70.0,3
6237,Sarjapur  Road,984.0,2.0,55.0,2
6241,Sarjapur  Road,1320.0,2.0,100.0,2
6242,Sarjapur  Road,1984.0,4.0,145.0,3
6246,Sarjapur  Road,1550.0,2.0,89.0,3
6247,Sarjapur  Road,2425.0,5.0,201.0,4
6248,Sarjapur  Road,1691.0,3.0,113.0,3
6250,Sarjapur  Road,2070.0,4.0,160.0,3
6252,Sarjapur  Road,1435.0,3.0,90.0,3
6254,Sarjapur  Road,1262.0,2.0,67.0,2
6255,Sarjapur  Road,1693.0,3.0,125.0,3
6256,Sarjapur  Road,1826.0,3.0,125.0,3
6257,Sarjapur  Road,1660.0,3.0,116.0,3
6259,Sarjapur  Road,1830.0,3.0,119.0,3
6261,Sarjapur  Road,1929.0,4.0,101.0,3
6263,Sarjapur  Road,2900.0,4.0,240.0,4
6264,Sarjapur  Road,1059.0,2.0,68.0,2
6266,Sarjapur  Road,1157.0,2.0,74.0,3
6267,Sarjapur  Road,1700.0,3.0,118.0,3
6268,Sarjapur  Road,1691.0,3.0,120.0,3
6269,Sarjapur  Road,1929.0,3.0,103.0,3
6270,Sarjapur  Road,1308.0,2.0,75.0,2
6271,Sarjapur  Road,1580.0,3.0,125.0,3
6272,Sarjapur  Road,1797.0,4.0,95.0,3
6273,Sarjapur  Road,1763.25,3.0,98.0,3
6274,Sarjapur  Road,1826.0,3.0,130.0,3
6275,Sarjapur  Road,1550.0,2.0,98.0,3
6277,Sarjapur  Road,1450.0,2.0,75.0,3
6278,Sarjapur  Road,1819.0,3.0,100.0,3
6279,Sarjapur  Road,984.0,2.0,59.0,2
6280,Sarjapur  Road,1489.0,3.0,88.0,3
6281,Sarjapur  Road,702.0,1.0,52.0,1
6282,Sarjapur  Road,1242.0,2.0,75.0,2
6283,Sarjapur  Road,2275.0,4.0,185.0,3
6284,Sarjapur  Road,2100.0,3.0,135.0,3
6285,Sarjapur  Road,1700.0,3.0,93.5,3
6286,Sarjapur  Road,1862.0,4.0,110.0,3
6287,Sarjapur  Road,2275.0,4.0,175.0,3
6288,Sarjapur  Road,1787.0,3.0,116.0,3
6289,Sarjapur  Road,1691.0,3.0,93.01,3
6290,Sarjapur  Road,1028.0,2.0,56.0,2
6292,Sarjapur  Road,1181.0,2.0,65.0,3
6293,Sarjapur  Road,1691.0,3.0,100.0,3
6294,Sarjapur  Road,1026.0,2.0,60.55,2
6295,Sarjapur  Road,1350.0,2.0,85.0,2
6296,Sarjapur  Road,1157.0,2.0,72.0,3
6297,Sarjapur  Road,1019.0,2.0,62.0,2
6298,Sarjapur  Road,3418.0,3.0,235.0,4
6299,Sarjapur  Road,691.0,1.0,31.1,1
6303,Sarjapur  Road,1881.0,3.0,145.0,3
6304,Sarjapur  Road,2275.0,4.0,182.0,3
6307,Sarjapur  Road,1881.0,3.0,145.0,3
6309,Sarjapur  Road,2880.0,3.0,211.0,4
6310,Sarjapur  Road,3418.0,2.0,222.0,4
6312,Sarjapur  Road,675.0,1.0,27.0,1
6313,Sarjapur  Road,1773.5,2.0,102.92,3
6314,Sarjapur  Road,1346.0,2.0,74.03,2
6315,Sarjapur  Road,1691.0,3.0,119.0,3
6316,Sarjapur  Road,1335.0,2.0,95.0,2
6318,Sarjapur  Road,1680.0,3.0,126.0,3
6319,Sarjapur  Road,1222.0,2.0,68.0,3
6320,Sarjapur  Road,3420.0,4.0,225.0,4
6321,Sarjapur  Road,1510.0,2.0,110.0,3
6322,Sarjapur  Road,1242.0,2.0,78.0,2
6324,Sarjapur  Road,1129.0,2.0,69.0,2
6325,Sarjapur  Road,1850.0,3.0,140.0,3
6327,Sarjapur  Road,1879.0,3.0,155.0,3
6328,Sarjapur  Road,1157.0,2.0,75.0,3
6329,Sarjapur  Road,2425.0,5.0,175.0,4
6330,Sarjapur  Road,1323.0,2.0,74.0,2
6331,Sarjapur  Road,2289.0,3.0,178.0,3
6333,Sarjapur  Road,1314.0,2.0,70.44,3
6334,Sarjapur  Road,2100.0,3.0,130.0,3
6335,Sarjapur  Road,702.0,1.0,35.8,1
6337,Sarjapur  Road,1800.0,3.0,128.0,3
6338,Sarjapur  Road,2275.0,4.0,187.0,3
6340,Sarjapur  Road,1026.0,2.0,60.8,2
6342,Sarjapur  Road,1216.0,2.0,70.0,2
6343,Sarjapur  Road,1112.0,2.0,62.0,2
6345,Sarjapur  Road,1157.0,2.0,69.0,3
6347,Sarjapur  Road,1026.0,2.0,60.8,2
6349,Sarjapur  Road,1600.0,3.0,120.0,3
6351,Sarjapur  Road,1346.0,2.0,74.03,2
6352,Sarjapur  Road,475.0,1.0,26.0,1
6355,Sarjapur  Road,1660.0,2.0,116.0,3
6358,Sarjapur  Road,1346.0,2.0,69.61,2
6359,Sarjapur  Road,2089.0,3.0,148.0,3
6360,Sarjapur  Road,1612.0,3.0,98.38,3
6361,Sarjapur  Road,1290.0,2.0,88.0,2
6362,Sarjapur  Road,1371.0,2.0,86.0,2
6363,Sarjapur  Road,2140.0,3.0,139.0,3
6364,Sarjapur  Road,1044.0,2.0,55.0,2
6365,Sarjapur  Road,1600.0,3.0,85.0,3
6366,Sarjapur  Road,2180.0,4.0,180.0,3
6367,Sarjapur  Road,1691.0,3.0,119.0,3
6368,Sarjapur  Road,2206.0,4.0,180.0,3
6369,Sarjapur  Road,1309.0,2.0,69.5,2
6370,Sarjapur  Road,1691.0,3.0,100.0,3
6371,Sarjapur  Road,1367.0,2.0,80.0,2
6374,Sarjapur  Road,1984.0,4.0,148.0,3
6376,Sarjapur  Road,1346.0,2.0,74.03,2
6378,Sarjapur  Road,1112.0,2.0,58.0,2
6379,Sarjapur  Road,1340.0,2.0,75.0,2
6380,Sarjapur  Road,3500.0,3.0,275.0,3
6382,Sarjapur  Road,1132.0,2.0,70.0,2
6384,Sarjapur  Road,2425.0,5.0,195.0,4
6397,Sarjapura - Attibele Road,740.0,1.0,23.65,1
6399,Sector 2 HSR Layout,1296.0,2.0,75.0,2
6400,Sector 2 HSR Layout,794.0,1.0,60.0,1
6401,Sector 2 HSR Layout,1143.0,2.0,65.0,2
6402,Sector 2 HSR Layout,1665.0,3.0,110.0,3
6403,Sector 2 HSR Layout,1512.0,3.0,80.0,3
6404,Sector 2 HSR Layout,1332.0,2.0,101.0,2
6405,Sector 2 HSR Layout,1600.0,3.0,90.0,3
6406,Sector 2 HSR Layout,1231.0,2.0,66.0,2
6407,Sector 7 HSR Layout,3000.0,5.0,275.0,4
6408,Sector 7 HSR Layout,1163.0,2.0,98.86,2
6409,Sector 7 HSR Layout,1760.0,3.0,145.0,3
6410,Sector 7 HSR Layout,3900.0,3.0,300.0,3
6411,Sector 7 HSR Layout,1163.0,2.0,98.86,2
6412,Sector 7 HSR Layout,1342.0,2.0,115.0,2
6413,Sector 7 HSR Layout,1760.0,3.0,160.0,3
6414,Sector 7 HSR Layout,1760.0,3.0,142.0,3
6415,Sector 7 HSR Layout,2400.0,2.0,195.0,3
6416,Sector 7 HSR Layout,1760.0,3.0,185.0,3
6417,Sector 7 HSR Layout,1162.0,2.0,98.77,2
6420,Seegehalli,800.0,1.0,50.0,2
6423,Seegehalli,1200.0,2.0,62.0,3
6424,Seegehalli,1155.0,2.0,72.0,2
6426,Seegehalli,4000.0,3.0,235.0,3
6433,Seegehalli,1639.0,3.0,120.0,3
6434,Seegehalli,3000.0,4.0,235.0,3
6438,Seegehalli,3000.0,4.0,240.0,3
6443,Shampura,1475.0,3.0,78.0,3
6445,Shivaji Nagar,850.0,2.0,55.0,2
6446,Shivaji Nagar,1554.0,3.0,130.0,2
6447,Shivaji Nagar,3820.0,1.0,306.0,1
6448,Shivaji Nagar,703.0,2.0,49.5,2
6449,Shivaji Nagar,1460.0,2.0,90.0,3
6450,Shivaji Nagar,600.0,1.0,65.0,2
6452,Singasandra,1030.0,2.0,55.0,2
6461,Singasandra,1120.0,2.0,60.0,2
6469,Singasandra,1653.0,3.0,85.0,3
6470,Somasundara Palya,1255.0,2.0,67.0,2
6473,Somasundara Palya,1178.0,2.0,73.0,2
6476,Somasundara Palya,1329.0,2.0,70.0,2
6477,Somasundara Palya,2372.0,3.0,140.0,3
6478,Somasundara Palya,1185.0,2.0,70.0,2
6483,Somasundara Palya,1650.0,3.0,95.0,3
6484,Somasundara Palya,1186.0,2.0,72.0,2
6499,Sonnenahalli,614.5,1.0,30.715,1
6505,Sonnenahalli,605.0,1.0,30.24,1
6507,Subramanyapura,929.0,2.0,50.17,2
6509,Subramanyapura,975.0,2.0,58.0,2
6511,Subramanyapura,985.0,2.0,58.0,2
6512,Subramanyapura,1245.0,2.0,68.0,3
6513,Subramanyapura,1313.0,2.0,73.0,2
6515,Subramanyapura,1255.0,2.0,79.0,3
6516,Subramanyapura,1330.0,3.0,72.0,3
6518,Subramanyapura,950.0,2.0,55.0,2
6519,Subramanyapura,929.0,2.0,56.0,2
6521,Subramanyapura,1260.0,2.0,76.0,3
6523,Subramanyapura,960.0,2.0,55.0,2
6524,Subramanyapura,1260.0,2.0,73.0,3
6526,Subramanyapura,1278.0,3.0,70.0,3
6527,Subramanyapura,929.0,2.0,49.0,2
6528,Subramanyapura,1260.0,2.0,75.0,3
6530,Subramanyapura,2495.0,3.0,130.0,3
6531,Subramanyapura,929.0,1.0,51.0,2
6532,Subramanyapura,1880.0,3.0,110.0,3
6534,Sultan Palaya,1700.0,3.0,120.0,3
6537,Sultan Palaya,870.0,2.0,65.0,2
6539,Sultan Palaya,1713.0,3.0,125.0,3
6540,Sultan Palaya,1009.0,2.0,65.0,2
6541,Sultan Palaya,5000.0,5.0,325.0,4
6543,TC Palaya,1475.0,3.0,98.0,3
6545,TC Palaya,1200.0,2.0,66.0,3
6547,TC Palaya,1200.0,3.0,66.0,3
6548,TC Palaya,1350.0,2.0,75.0,3
6550,TC Palaya,1500.0,2.0,100.0,3
6551,TC Palaya,1200.0,2.0,65.0,2
6552,TC Palaya,1200.0,2.0,70.0,2
6553,TC Palaya,900.0,2.0,55.0,2
6554,TC Palaya,1200.0,2.0,66.0,3
6555,TC Palaya,1200.0,2.0,66.5,3
6556,TC Palaya,4800.0,3.0,302.0,4
6557,TC Palaya,1000.0,2.0,64.0,2
6559,TC Palaya,900.0,2.0,55.0,2
6560,TC Palaya,1200.0,2.0,66.0,2
6561,TC Palaya,1200.0,2.0,66.0,3
6562,TC Palaya,1200.0,2.0,66.5,3
6563,TC Palaya,900.0,2.0,55.0,2
6564,TC Palaya,1200.0,2.0,66.0,3
6565,TC Palaya,900.0,2.0,55.0,2
6566,TC Palaya,1500.0,3.0,83.0,3
6568,TC Palaya,1200.0,2.0,65.0,2
6570,TC Palaya,1200.0,2.0,66.0,3
6571,TC Palaya,1000.0,2.0,70.0,2
6572,TC Palaya,1100.0,2.0,65.0,2
6573,TC Palaya,1200.0,3.0,66.0,3
6574,TC Palaya,1200.0,2.0,66.0,3
6575,TC Palaya,1200.0,2.0,66.0,3
6577,TC Palaya,1200.0,2.0,66.0,3
6578,TC Palaya,1200.0,2.0,70.0,2
6579,TC Palaya,1350.0,1.0,55.0,1
6580,TC Palaya,900.0,2.0,55.0,2
6581,TC Palaya,900.0,2.0,55.0,2
6582,TC Palaya,1082.0,2.0,64.0,2
6584,TC Palaya,1200.0,2.0,66.0,3
6585,TC Palaya,1200.0,2.0,66.0,3
6587,TC Palaya,1200.0,2.0,66.0,3
6588,TC Palaya,1200.0,2.0,66.0,3
6589,TC Palaya,1200.0,2.0,66.0,3
6590,Talaghattapura,1868.0,3.0,131.0,3
6591,Talaghattapura,2038.5,3.0,120.0,3
6592,Talaghattapura,2106.0,3.0,126.0,3
6593,Talaghattapura,1868.0,3.0,121.0,3
6594,Talaghattapura,2106.0,3.0,126.0,3
6595,Talaghattapura,1868.0,3.0,135.0,3
6596,Talaghattapura,1856.0,3.0,135.0,3
6597,Talaghattapura,1868.0,3.0,120.0,3
6598,Talaghattapura,1804.0,3.0,115.0,3
6599,Talaghattapura,1856.0,3.0,135.0,3
6600,Talaghattapura,2254.0,3.0,153.0,3
6601,Talaghattapura,2106.0,3.0,148.0,3
6602,Talaghattapura,1856.0,3.0,135.0,3
6603,Talaghattapura,2273.0,3.0,159.0,3
6604,Talaghattapura,2099.0,3.0,147.0,3
6608,Talaghattapura,2273.0,3.0,145.0,3
6609,Talaghattapura,1175.0,2.0,62.0,2
6610,Talaghattapura,1804.0,3.0,127.0,3
6612,Talaghattapura,2038.5,3.0,122.0,3
6614,Talaghattapura,2265.0,3.0,159.0,3
6615,Talaghattapura,2099.0,3.0,134.0,3
6616,Thanisandra,510.0,1.0,25.25,1
6617,Thanisandra,1296.0,2.0,80.0,2
6618,Thanisandra,1436.0,3.0,74.75,3
6619,Thanisandra,2144.0,3.0,145.0,3
6621,Thanisandra,445.0,1.0,28.0,1
6622,Thanisandra,1296.0,2.0,83.0,2
6623,Thanisandra,1825.0,3.0,100.0,3
6624,Thanisandra,2144.0,3.0,135.0,3
6626,Thanisandra,1093.0,2.0,70.0,2
6627,Thanisandra,1265.0,2.0,79.0,3
6628,Thanisandra,1651.0,3.0,97.38,3
6629,Thanisandra,1265.0,2.0,85.0,2
6630,Thanisandra,510.0,1.0,25.25,1
6631,Thanisandra,776.5,2.0,48.145,1
6632,Thanisandra,1564.0,3.0,101.0,3
6634,Thanisandra,1847.0,3.0,123.0,3
6636,Thanisandra,1697.0,3.0,114.0,3
6639,Thanisandra,1573.0,3.0,95.0,3
6640,Thanisandra,1917.0,3.0,122.0,3
6641,Thanisandra,693.0,1.0,34.3,1
6642,Thanisandra,1098.0,2.0,68.0,2
6643,Thanisandra,760.0,1.0,50.3,1
6646,Thanisandra,2002.0,3.0,112.0,3
6651,Thanisandra,1697.0,3.0,115.0,3
6652,Thanisandra,1380.0,1.0,62.1,1
6653,Thanisandra,923.0,1.0,60.84,1
6654,Thanisandra,1743.0,3.0,93.25,3
6655,Thanisandra,923.0,1.0,45.69,1
6657,Thanisandra,1296.0,2.0,72.0,2
6659,Thanisandra,1698.0,3.0,102.0,3
6660,Thanisandra,1411.0,3.0,93.04,3
6661,Thanisandra,1996.0,3.0,135.0,3
6662,Thanisandra,1801.0,3.0,115.0,3
6663,Thanisandra,1265.0,2.0,82.0,2
6665,Thanisandra,1917.0,4.0,113.0,3
6666,Thanisandra,662.0,1.0,42.0,1
6668,Thanisandra,1948.0,3.0,130.0,3
6669,Thanisandra,1922.0,3.0,106.0,3
6670,Thanisandra,1098.0,2.0,74.0,2
6672,Thanisandra,1564.0,3.0,104.0,3
6674,Thanisandra,1200.0,2.0,65.0,3
6676,Thanisandra,1917.0,4.0,100.0,3
6678,Thanisandra,2127.0,3.0,135.0,3
6680,Thanisandra,1276.0,2.0,75.0,2
6681,Thanisandra,693.0,1.0,34.3,1
6682,Thanisandra,2259.0,5.0,135.0,4
6683,Thanisandra,1265.0,2.0,78.0,2
6685,Thanisandra,934.0,2.0,55.0,2
6686,Thanisandra,1056.0,2.0,68.0,2
6687,Thanisandra,1595.0,3.0,110.0,3
6688,Thanisandra,1411.0,3.0,93.15,3
6689,Thanisandra,1093.0,2.0,68.1,2
6691,Thanisandra,1093.0,2.0,72.0,2
6693,Thanisandra,1698.0,3.0,107.0,3
6694,Thanisandra,1564.0,3.0,105.0,3
6695,Thanisandra,1265.0,2.0,83.0,2
6696,Thanisandra,784.0,1.0,35.285,1
6697,Thanisandra,965.0,2.0,56.0,2
6698,Thanisandra,1546.0,3.0,95.0,3
6699,Thanisandra,777.0,1.0,38.535,1
6700,Thanisandra,1697.0,3.0,110.0,3
6701,Thanisandra,1492.0,3.0,88.0,3
6702,Thanisandra,2072.0,3.0,122.0,3
6703,Thanisandra,1880.0,3.0,120.0,3
6704,Thanisandra,760.0,1.0,50.0,1
6706,Thanisandra,933.0,2.0,58.0,1
6707,Thanisandra,1917.0,3.0,110.0,3
6708,Thanisandra,1996.0,4.0,123.0,3
6709,Thanisandra,1183.0,2.0,77.25,2
6710,Thanisandra,1491.0,3.0,88.0,3
6712,Thanisandra,662.0,1.0,29.0,1
6714,Thanisandra,1564.0,3.0,100.0,3
6715,Thanisandra,662.0,1.0,45.0,1
6716,Thanisandra,1573.0,3.0,98.0,3
6717,Thanisandra,1262.0,2.0,83.0,3
6718,Thanisandra,1056.0,2.0,65.0,2
6720,Thanisandra,1702.0,3.0,115.0,3
6721,Thanisandra,1343.0,2.0,75.0,2
6722,Thanisandra,1935.0,4.0,122.0,3
6723,Thanisandra,933.0,2.0,55.0,2
6724,Thanisandra,1183.0,2.0,77.3,2
6725,Thanisandra,662.0,1.0,38.0,1
6726,Thanisandra,1265.0,2.0,72.0,2
6727,Thanisandra,1595.0,3.0,105.0,3
6728,Thanisandra,1241.0,2.0,65.0,3
6729,Thanisandra,580.0,1.0,27.5,1
6730,Thanisandra,2087.0,4.0,139.0,3
6732,Thanisandra,1098.0,2.0,71.0,2
6733,Thanisandra,1411.0,3.0,93.25,3
6734,Thanisandra,1262.0,2.0,65.0,3
6736,Thanisandra,1732.0,3.0,112.0,3
6737,Thanisandra,933.0,1.0,61.0,1
6738,Thanisandra,1702.0,3.0,107.0,3
6739,Thanisandra,747.0,1.0,34.355,1
6740,Thanisandra,2030.0,4.0,125.0,3
6741,Thanisandra,1140.0,2.0,59.0,2
6742,Thanisandra,1948.0,4.0,129.0,4
6743,Thanisandra,1573.0,3.0,90.0,3
6744,Thanisandra,1056.0,2.0,70.0,2
6745,Thanisandra,1595.0,3.0,96.0,3
6747,Thanisandra,1226.0,2.0,65.0,2
6748,Thanisandra,1245.0,2.0,83.05,2
6749,Thanisandra,1261.0,2.0,80.0,3
6750,Thanisandra,1884.0,4.0,117.0,3
6751,Thanisandra,965.0,2.0,54.0,2
6752,Thanisandra,1930.0,4.0,122.0,3
6753,Thanisandra,777.0,1.0,38.46,1
6754,Thanisandra,1241.0,2.0,68.0,3
6755,Thanisandra,1930.0,4.0,120.0,3
6756,Thanisandra,760.0,1.0,50.4,1
6757,Thanisandra,663.0,1.0,32.82,1
6758,Thanisandra,1801.0,3.0,115.0,3
6759,Thanisandra,1806.0,6.0,116.0,3
6760,Thanisandra,3671.0,4.0,220.0,4
6762,Thanisandra,1305.0,2.0,90.0,2
6763,Thanisandra,1965.0,4.0,125.0,3
6764,Thanisandra,1573.0,3.0,100.0,3
6767,Thanisandra,1917.0,4.0,130.0,4
6768,Thanisandra,1226.0,2.0,65.59,2
6769,Thigalarapalya,3122.0,6.0,230.0,4
6770,Thigalarapalya,2072.0,4.0,142.0,3
6771,Thigalarapalya,1297.0,2.0,103.0,2
6772,Thigalarapalya,1418.0,2.0,95.0,2
6773,Thigalarapalya,3122.0,6.0,235.0,4
6774,Thigalarapalya,3122.0,6.0,245.0,4
6775,Thigalarapalya,2072.0,4.0,150.0,3
6776,Thigalarapalya,1418.0,2.0,103.0,2
6777,Thigalarapalya,1418.0,2.0,101.0,2
6778,Thigalarapalya,1418.0,2.0,104.0,2
6779,Thigalarapalya,2072.0,4.0,139.0,3
6780,Thigalarapalya,3122.0,5.0,225.0,4
6781,Thigalarapalya,2912.0,6.0,210.0,4
6782,Thigalarapalya,1418.0,2.0,103.0,2
6783,Thigalarapalya,2072.0,4.0,159.0,3
6784,Thigalarapalya,2072.0,4.0,147.0,3
6785,Thigalarapalya,1418.0,2.0,106.0,2
6786,Thigalarapalya,2215.0,4.0,156.0,3
6787,Thigalarapalya,1418.0,2.0,104.0,2
6788,Thigalarapalya,3122.0,6.0,237.0,4
6789,Thigalarapalya,1418.0,2.0,105.0,2
6790,Thigalarapalya,1418.0,2.0,104.0,2
6791,Thigalarapalya,2072.0,4.0,139.0,3
6792,Thigalarapalya,2215.0,4.0,160.0,3
6793,Thigalarapalya,1418.0,2.0,106.0,2
6794,Thigalarapalya,2072.0,4.0,155.0,3
6795,Thigalarapalya,1830.0,4.0,135.0,3
6796,Thigalarapalya,1418.0,2.0,105.0,2
6797,Thigalarapalya,2072.0,4.0,160.0,3
6798,Thigalarapalya,2215.0,4.0,150.0,3
6799,Thigalarapalya,2215.0,4.0,154.0,3
6800,Thigalarapalya,2072.0,4.0,152.0,3
6801,Thigalarapalya,2072.0,4.0,160.0,3
6802,Thigalarapalya,2072.0,4.0,155.0,3
6803,Thigalarapalya,3122.0,6.0,235.0,4
6804,Thigalarapalya,2072.0,4.0,153.0,3
6805,Thigalarapalya,2215.0,4.0,150.0,3
6806,Thigalarapalya,2072.0,4.0,157.0,3
6807,Thigalarapalya,1418.0,2.0,105.0,2
6808,Thigalarapalya,3362.0,5.0,249.0,4
6809,Thigalarapalya,3122.0,6.0,245.0,4
6810,Thigalarapalya,1830.0,3.0,133.0,3
6811,Thigalarapalya,2215.0,4.0,154.0,3
6812,Thigalarapalya,4190.0,4.0,325.0,4
6813,Thigalarapalya,2215.0,4.0,157.0,3
6814,Thigalarapalya,2072.0,4.0,151.0,3
6815,Thigalarapalya,4303.0,5.0,300.0,4
6816,Thigalarapalya,1400.0,2.0,105.0,2
6817,Thigalarapalya,2215.0,4.0,162.0,3
6818,Thigalarapalya,1297.0,2.0,98.0,2
6819,Thigalarapalya,2215.0,4.0,152.0,3
6820,Thubarahalli,3800.0,4.0,239.0,4
6821,Thubarahalli,1200.0,2.0,78.0,2
6822,Thubarahalli,1128.0,2.0,75.0,2
6823,Thubarahalli,1185.0,2.0,65.0,2
6824,Thubarahalli,975.0,2.0,55.0,2
6825,Thubarahalli,1330.0,2.0,75.0,2
6826,Thubarahalli,1085.0,2.0,70.0,2
6827,Thubarahalli,1216.0,2.0,80.0,2
6828,Thubarahalli,1200.0,2.0,79.0,2
6829,Thubarahalli,1200.0,2.0,80.0,2
6830,Thubarahalli,1200.0,2.0,79.55,2
6831,Thubarahalli,1540.0,3.0,90.0,3
6832,Thubarahalli,2625.0,3.0,175.0,3
6834,Thubarahalli,1540.0,3.0,90.0,3
6835,Thubarahalli,1584.0,3.0,101.0,3
6836,Thyagaraja Nagar,800.0,1.0,100.0,1
6838,Thyagaraja Nagar,1270.0,2.0,95.25,3
6839,Thyagaraja Nagar,1040.0,2.0,68.0,2
6840,Tindlu,1500.0,2.0,87.0,3
6843,Tindlu,1500.0,3.0,87.0,3
6846,Tindlu,1050.0,2.0,55.0,2
6848,Tumkur Road,1500.0,3.0,95.0,3
6849,Tumkur Road,1779.0,3.0,112.0,3
6850,Tumkur Road,1586.0,3.0,100.0,3
6851,Tumkur Road,1098.0,2.0,72.0,2
6852,Tumkur Road,1354.0,3.0,90.0,3
6853,Tumkur Road,1240.0,2.0,84.0,3
6854,Tumkur Road,1239.0,2.0,82.0,2
6855,Tumkur Road,1246.0,2.0,82.0,2
6856,Tumkur Road,1500.0,3.0,100.0,3
6857,Tumkur Road,1789.0,3.0,98.0,3
6858,Tumkur Road,1416.0,3.0,94.0,3
6859,Tumkur Road,1027.0,2.0,60.0,2
6860,Tumkur Road,1027.0,2.0,68.62,2
6861,Tumkur Road,1459.0,2.0,95.0,3
6862,Tumkur Road,992.0,2.0,60.0,2
6864,Tumkur Road,1240.0,2.0,79.0,3
6865,Tumkur Road,1441.0,2.0,95.0,3
6866,Tumkur Road,1240.0,2.0,83.0,3
6867,Tumkur Road,1027.0,2.0,67.0,2
6868,Tumkur Road,1060.0,2.0,58.3,3
6869,Tumkur Road,1354.0,3.0,85.86,3
6870,Ulsoor,2135.0,3.0,215.0,3
6871,Ulsoor,1275.0,2.0,120.0,2
6872,Ulsoor,1020.0,3.0,110.0,3
6874,Ulsoor,1180.0,2.0,100.0,2
6875,Ulsoor,1340.0,3.0,90.0,3
6876,Ulsoor,1500.0,2.0,125.0,3
6877,Ulsoor,2000.0,3.0,185.0,3
6878,Ulsoor,1255.0,2.0,120.0,2
6879,Ulsoor,1685.0,4.0,185.0,3
6880,Ulsoor,2500.0,4.0,170.0,4
6881,Ulsoor,2135.0,3.0,170.0,3
6882,Ulsoor,1160.0,2.0,130.0,2
6908,Uttarahalli,1788.0,3.0,98.34,3
6919,Uttarahalli,1700.0,3.0,88.0,3
6924,Uttarahalli,1689.28,3.0,91.2,3
6926,Uttarahalli,1137.0,2.0,63.0,2
6932,Uttarahalli,1627.86,3.0,88.0,3
6935,Uttarahalli,661.0,1.0,36.0,1
6955,Uttarahalli,1737.0,2.0,95.0,3
6999,Uttarahalli,1265.0,2.0,65.0,3
7014,Uttarahalli,1460.0,3.0,76.0,3
7026,Uttarahalli,1000.0,2.0,52.0,2
7033,Uttarahalli,1123.0,2.0,60.0,2
7051,Varthur,1385.0,2.0,80.0,2
7059,Varthur,1250.0,3.0,71.0,3
7060,Varthur,1200.0,3.0,67.75,3
7063,Varthur,1012.0,2.0,59.0,2
7069,Varthur,1360.0,2.0,85.0,3
7072,Varthur,1395.0,2.0,79.0,3
7075,Varthur,1200.0,3.0,68.38,3
7077,Varthur,1155.0,2.0,60.0,2
7078,Varthur,1035.0,2.0,60.0,2
7086,Varthur,1210.0,2.0,64.15,2
7089,Varthur,1560.0,3.0,90.0,3
7094,Varthur,1000.0,1.0,65.0,2
7112,Vidyaranyapura,1440.0,2.0,95.0,2
7115,Vidyaranyapura,1200.0,4.0,90.0,4
7117,Vidyaranyapura,1060.0,2.0,55.0,2
7123,Vidyaranyapura,1120.0,2.0,70.0,2
7126,Vidyaranyapura,1200.0,2.0,65.0,3
